iter	RMSE
1610	0.01464965525
1611	0.01456348454
1612	0.01449030293
1613	0.01441319071
1614	0.01430390792
1615	0.01414447194
1616	0.0140631668
1617	0.01395871832
1618	0.01354930415
1619	0.01351053534
1620	0.01346967771
1621	0.01338538519
1622	0.01307788883
1623	0.01293767335
1624	0.01292504619
1625	0.01277673865
1626	0.0126698396
1627	0.01258739851
1628	0.01256111523
1629	0.01251791318
1630	0.01247123217
1631	0.01241786763
1632	0.01232866581
1633	0.01221279208
1634	0.0122087965
1635	0.01213670122
1636	0.01203432437
1637	0.01199206734
1638	0.01175017106
1639	0.01166592749
1640	0.01153816117
1641	0.01153494992
1642	0.01148073464
1643	0.01140770142
1644	0.01139018221
1645	0.01130973103
1646	0.01129010852
1647	0.01126212715
1648	0.0112359082
1649	0.0111984279
1650	0.01110832954
1651	0.01110380131
1652	0.01109069517
1653	0.01103137376
1654	0.01100308218
1655	0.01090125735
1656	0.01083154888
1657	0.0107981456
1658	0.01069046359
1659	0.01066314334
1660	0.01053344728
1661	0.01047110239
1662	0.01040211427
1663	0.01032359626
1664	0.01029202938
1665	0.01029008069
1666	0.01006801174
1667	0.01006615717
1668	0.009951765978
1669	0.009811815547
1670	0.009742762341
1671	0.009651614909
1672	0.009629933004
1673	0.009600321623
1674	0.009515156409
1675	0.009491592419
1676	0.009466905194
1677	0.009440661606
1678	0.009377460912
1679	0.009300089289
1680	0.009239937265
1681	0.009166788044
1682	0.009133211785
1683	0.009027454033
1684	0.009025401337
1685	0.008961179957
1686	0.008849902063
1687	0.008804151899
1688	0.008769185176
1689	0.008656644119
1690	0.008586224712
1691	0.0085461461
1692	0.008521208952
1693	0.008490734329
1694	0.008410829744
1695	0.008361947351
1696	0.008307811263
1697	0.008205528469
1698	0.008126185637
1699	0.007942752396
1700	0.007912028587
1701	0.007871792853
1702	0.007858302907
1703	0.00778711932
1704	0.007747570791
1705	0.007695541199
1706	0.00762055152
1707	0.00756160274
1708	0.007524866835
1709	0.007499065184
1710	0.007396079091
1711	0.007327664507
1712	0.007284571387
1713	0.007254084576
1714	0.007172247011
1715	0.007169163794
1716	0.00713490887
1717	0.006972362942
1718	0.006923780186
1719	0.00689053816
1720	0.006864098373
1721	0.006861569165
1722	0.00682466453
1723	0.006770182018
1724	0.006734815524
1725	0.006680365988
1726	0.006577391726
1727	0.006527297274
1728	0.006495991041
1729	0.006427679845
1730	0.00637173293
1731	0.006324486086
1732	0.006311331035
1733	0.006297739862
1734	0.006272672614
1735	0.006161367394
1736	0.006072310293
1737	0.006039310818
1738	0.005976347458
1739	0.00593132463
1740	0.0059249252
1741	0.005834501302
1742	0.005755296011
1743	0.005725930782
1744	0.005613262096
1745	0.005545795754
1746	0.005508058248
1747	0.005435143826
1748	0.005387206045
1749	0.005335802081
1750	0.005288384624
1751	0.005234610469
1752	0.005209402446
1753	0.005183243537
1754	0.005125683322
1755	0.005048942493
1756	0.005008984268
1757	0.0049830704
1758	0.004926500418
1759	0.00488142918
1760	0.004860963712
1761	0.004831486275
1762	0.004816427759
1763	0.004766780583
1764	0.004729974941
1765	0.004706227903
1766	0.004692317193
1767	0.00466843282
1768	0.004629473721
1769	0.004596559574
1770	0.004567921383
1771	0.004445545617
1772	0.00438611892
1773	0.004354542693
1774	0.004352417763
1775	0.004325759241
1776	0.004291253907
1777	0.004262218846
1778	0.004254067856
1779	0.004220801906
1780	0.004193242079
1781	0.004139842249
1782	0.004119807197
1783	0.00409451744
1784	0.004093029245
1785	0.004073311102
1786	0.004040337293
1787	0.004000116279
1788	0.003997875193
1789	0.00396035891
1790	0.003944293192
1791	0.003910856783
1792	0.003826802277
1793	0.003794466259
1794	0.003767309554
1795	0.00374216527
1796	0.00366930366
1797	0.00361338982
1798	0.00359075654
1799	0.003557733761
1800	0.003549910297
1801	0.003482828595
1802	0.003478487601
1803	0.003441620092
1804	0.003438491046
1805	0.003399252319
1806	0.003384314838
1807	0.003320268311
1808	0.003317079967
1809	0.003307638876
1810	0.003277647836
1811	0.003229002384
1812	0.00320746284
1813	0.003190669545
1814	0.003180126644
1815	0.003173488411
1816	0.003146363451
1817	0.003108345535
1818	0.003105764675
1819	0.003091107139
1820	0.003045608714
1821	0.003034309439
1822	0.003004110242
1823	0.002987441933
1824	0.002959816493
1825	0.002932584458
1826	0.002930396033
1827	0.002901157892
1828	0.002898008953
1829	0.002863207261
1830	0.002841472635
1831	0.00281113683
1832	0.002805400382
1833	0.002803890881
1834	0.00279234455
1835	0.002761640096
1836	0.002702437968
1837	0.002695583662
1838	0.002680364063
1839	0.002665077239
1840	0.002627875818
1841	0.002613832264
1842	0.00257550159
1843	0.002555837303
1844	0.002536492819
1845	0.002530490124
1846	0.002512492097
1847	0.002491289074
1848	0.002468440008
1849	0.002457337343
1850	0.002454080797
1851	0.002433144774
1852	0.002431343834
1853	0.002430509348
1854	0.002426470616
1855	0.002421360941
1856	0.002405519634
1857	0.002397645069
1858	0.002371708311
1859	0.0023471894
1860	0.002340225977
1861	0.002330250313
1862	0.002313290111
1863	0.002312788621
1864	0.002289089755
1865	0.002261173712
1866	0.002215566951
1867	0.002211637292
1868	0.002187256184
1869	0.002173022149
1870	0.00216847979
1871	0.002165405728
1872	0.002161544189
1873	0.002156614103
1874	0.002110441227
1875	0.002105532395
1876	0.002073262484
1877	0.002055745138
1878	0.002051520316
1879	0.002035471252
1880	0.0020201355
1881	0.001999531135
1882	0.001991129991
1883	0.001976646129
1884	0.001961450987
1885	0.001921015037
1886	0.00191323586
1887	0.001903410554
1888	0.001883874675
1889	0.001882908206
1890	0.001870626671
1891	0.001826839726
1892	0.001815243281
1893	0.001777704851
1894	0.00176936598
1895	0.001755445778
1896	0.001744717057
1897	0.001743828465
1898	0.001727847107
1899	0.001714262895
1900	0.001713145488
1901	0.001696075473
1902	0.001695726529
1903	0.001689278858
1904	0.001675596926
1905	0.001670404395
1906	0.001632789987
1907	0.001618944647
1908	0.00161406276
1909	0.001599635088
1910	0.001592131344
1911	0.001582242049
1912	0.001576248443
1913	0.00156663637
1914	0.001542930416
1915	0.001531640565
1916	0.001519758265
1917	0.001504061713
1918	0.001495955801
1919	0.001486615691
1920	0.001482379946
1921	0.001473610516
1922	0.001464258185
1923	0.001453482947
1924	0.00144417379
1925	0.001436182213
1926	0.001422662125
1927	0.001403447763
1928	0.001399773091
1929	0.001393900937
1930	0.001383308736
1931	0.001361298616
1932	0.001348805675
1933	0.001335669484
1934	0.001327428141
1935	0.001303508097
1936	0.001298682364
1937	0.001290030825
1938	0.001277688388
1939	0.001272362296
1940	0.00125335048
1941	0.001248336173
1942	0.001245400221
1943	0.001238059667
1944	0.001225601255
1945	0.001219194372
1946	0.001214529227
1947	0.001210693655
1948	0.001203783002
1949	0.001191247933
1950	0.001181689738
1951	0.00117473067
1952	0.001168712174
1953	0.001160080109
1954	0.001145347386
1955	0.001141236297
1956	0.001131928935
1957	0.001124167125
1958	0.001112556669
1959	0.001102071574
1960	0.001097627042
1961	0.00108450964
1962	0.001075923394
1963	0.001071410559
1964	0.001059389917
1965	0.001053543124
1966	0.001039773069
1967	0.001030176371
1968	0.001020392175
1969	0.001008750306
1970	0.0009948376037
1971	0.0009855333541
1972	0.0009802765789
1973	0.000973211172
1974	0.0009645747481
1975	0.0009598997458
1976	0.0009552139199
1977	0.0009497409022
1978	0.0009392516134
1979	0.0009299899611
1980	0.000922674805
1981	0.0009054376689
1982	0.0008946143075
1983	0.0008901693779
1984	0.000883964408
1985	0.0008713290023
1986	0.0008660396635
1987	0.0008616969143
1988	0.0008514110568
1989	0.0008446209141
1990	0.0008339735208
1991	0.0008246222609
1992	0.0008216693929
1993	0.000813304214
1994	0.0008047741663
1995	0.000797957481
1996	0.000790134042
1997	0.0007878501181
1998	0.0007850768173
1999	0.0007828423303
