iter	Passed	Remaining
1679	10105	1924
1680	10112	1918
1681	10117	1912
1682	10123	1906
1683	10127	1900
1684	10131	1894
1685	10136	1887
1686	10140	1881
1687	10145	1875
1688	10156	1870
1689	10162	1864
1690	10166	1857
1691	10172	1851
1692	10177	1845
1693	10186	1840
1694	10192	1833
1695	10196	1827
1696	10203	1821
1697	10207	1815
1698	10212	1809
1699	10217	1803
1700	10222	1796
1701	10229	1791
1702	10234	1784
1703	10239	1778
1704	10244	1772
1705	10249	1766
1706	10254	1760
1707	10261	1754
1708	10266	1748
1709	10271	1741
1710	10275	1735
1711	10280	1729
1712	10286	1723
1713	10291	1717
1714	10295	1710
1715	10302	1705
1716	10308	1699
1717	10312	1692
1718	10318	1686
1719	10322	1680
1720	10327	1674
1721	10331	1667
1722	10338	1662
1723	10342	1655
1724	10347	1649
1725	10352	1643
1726	10357	1637
1727	10361	1630
1728	10366	1624
1729	10370	1618
1730	10375	1612
1731	10383	1606
1732	10387	1600
1733	10393	1594
1734	10403	1588
1735	10409	1583
1736	10416	1577
1737	10420	1570
1738	10424	1564
1739	10429	1558
1740	10434	1552
1741	10438	1546
1742	10443	1539
1743	10447	1533
1744	10452	1527
1745	10462	1521
1746	10467	1515
1747	10471	1509
1748	10477	1503
1749	10481	1497
1750	10485	1491
1751	10490	1484
1752	10495	1478
1753	10500	1472
1754	10506	1466
1755	10512	1460
1756	10517	1454
1757	10521	1448
1758	10525	1442
1759	10533	1436
1760	10541	1430
1761	10545	1424
1762	10550	1418
1763	10554	1412
1764	10559	1405
1765	10563	1399
1766	10568	1393
1767	10580	1388
1768	10586	1382
1769	10591	1376
1770	10595	1370
1771	10599	1363
1772	10604	1357
1773	10611	1351
1774	10616	1345
1775	10622	1339
1776	10626	1333
1777	10630	1327
1778	10635	1321
1779	10639	1315
1780	10644	1308
1781	10648	1302
1782	10655	1296
1783	10660	1290
1784	10665	1284
1785	10671	1278
1786	10676	1272
1787	10680	1266
1788	10688	1260
1789	10693	1254
1790	10698	1248
1791	10703	1242
1792	10708	1236
1793	10712	1230
1794	10717	1223
1795	10721	1217
1796	10725	1211
1797	10732	1205
1798	10738	1199
1799	10743	1193
1800	10747	1187
1801	10752	1181
1802	10756	1175
1803	10763	1169
1804	10769	1163
1805	10774	1157
1806	10778	1151
1807	10784	1145
1808	10788	1139
1809	10792	1132
1810	10798	1126
1811	10803	1120
1812	10809	1114
1813	10815	1109
1814	10820	1102
1815	10824	1096
1816	10829	1090
1817	10833	1084
1818	10840	1078
1819	10845	1072
1820	10850	1066
1821	10854	1060
1822	10858	1054
1823	10864	1048
1824	10868	1042
1825	10872	1036
1826	10877	1030
1827	10885	1024
1828	10889	1018
1829	10895	1012
1830	10899	1006
1831	10904	999
1832	10908	993
1833	10914	987
1834	10919	981
1835	10928	976
1836	10937	970
1837	10944	964
1838	10948	958
1839	10952	952
1840	10957	946
1841	10962	940
1842	10966	934
1843	10970	928
1844	10976	922
1845	10980	916
1846	10984	909
1847	10991	904
1848	11000	898
1849	11005	892
1850	11010	886
1851	11015	880
1852	11019	874
1853	11023	868
1854	11027	861
1855	11032	855
1856	11043	850
1857	11048	844
1858	11052	838
1859	11057	832
1860	11062	826
1861	11066	820
1862	11072	814
1863	11076	808
1864	11083	802
1865	11090	796
1866	11094	790
1867	11099	784
1868	11103	778
1869	11108	772
1870	11114	766
1871	11120	760
1872	11125	754
1873	11129	748
1874	11133	742
1875	11138	736
1876	11143	730
1877	11147	724
1878	11153	718
1879	11160	712
1880	11165	706
1881	11170	700
1882	11174	694
1883	11178	688
1884	11185	682
1885	11190	676
1886	11196	670
1887	11201	664
1888	11206	658
1889	11210	652
1890	11215	646
1891	11219	640
1892	11224	634
1893	11228	628
1894	11236	622
1895	11241	616
1896	11246	610
1897	11251	604
1898	11255	598
1899	11259	592
1900	11268	586
1901	11273	580
1902	11277	574
1903	11284	568
1904	11288	562
1905	11292	556
1906	11296	550
1907	11301	544
1908	11305	538
1909	11313	533
1910	11318	527
1911	11323	521
1912	11327	515
1913	11332	509
1914	11337	503
1915	11348	497
1916	11352	491
1917	11357	485
1918	11363	479
1919	11367	473
1920	11371	467
1921	11375	461
1922	11382	455
1923	11388	449
1924	11395	443
1925	11399	438
1926	11404	432
1927	11408	426
1928	11412	420
1929	11419	414
1930	11423	408
1931	11429	402
1932	11433	396
1933	11438	390
1934	11444	384
1935	11448	378
1936	11452	372
1937	11457	366
1938	11464	360
1939	11469	354
1940	11478	348
1941	11486	343
1942	11492	337
1943	11496	331
1944	11501	325
1945	11505	319
1946	11510	313
1947	11514	307
1948	11519	301
1949	11524	295
1950	11528	289
1951	11533	283
1952	11540	277
1953	11548	271
1954	11554	265
1955	11558	260
1956	11563	254
1957	11567	248
1958	11573	242
1959	11577	236
1960	11582	230
1961	11589	224
1962	11594	218
1963	11599	212
1964	11604	206
1965	11608	200
1966	11613	194
1967	11620	188
1968	11625	183
1969	11629	177
1970	11633	171
1971	11638	165
1972	11642	159
1973	11646	153
1974	11652	147
1975	11657	141
1976	11663	135
1977	11670	129
1978	11675	123
1979	11679	117
1980	11684	112
1981	11691	106
1982	11695	100
1983	11701	94
1984	11705	88
1985	11710	82
1986	11714	76
1987	11719	70
1988	11723	64
1989	11728	58
1990	11736	53
1991	11743	47
1992	11749	41
1993	11752	35
1994	11757	29
1995	11761	23
1996	11769	17
1997	11775	11
1998	11779	5
1999	11784	0
